county,year_month,year,month,pop_est,adult_pop,democratic_active,republican_active,no_party_active,other_active,total_active,democratic_inactive,republican_inactive,no_party_inactive,other_inactive,total_inactive,grand_total,file_path,libertarian_active,libertarian_inactive,dem_active_pct,rep_active_pct,no_party_active_pct,lib_active_pct,two_party_active_pct,active_pct,inactive_pct,reg_pct,dem_reg_pct,rep_reg_pct,two_party_reg_pct
Pocahontas,2014-05,2014,5,7099,5488,1081,1634,2244,15,4974,105,119,330,0,554,5528,Voter Registration/data_csv/2014-05.csv,NA,NA,0.19554992764109985,0.2955861070911722,0.40593342981186686,NA,0.4911360347322721,0.8997829232995659,0.10021707670043416,1.0072886297376094,0.2161078717201166,0.3194241982507289,0.5355320699708455
Polk,2014-05,2014,5,461069,344634,101491,79359,81755,827,263432,5884,3967,6305,61,16217,279649,Voter Registration/data_csv/2014-05.csv,NA,NA,0.3629228068042439,0.28378073942692444,0.29234862273778917,NA,0.6467035462311683,0.9420094475574738,0.05799055244252617,0.8114376410917089,0.3115624111376127,0.24178113592971093,0.5533435470673236
Pottawattamie,2014-05,2014,5,93332,71221,15599,20368,18950,135,55052,2111,1591,2855,17,6574,61626,Voter Registration/data_csv/2014-05.csv,NA,NA,0.25312368156297665,0.33050984973874664,0.30750008113458605,NA,0.5836335313017234,0.8933242462596955,0.10667575374030441,0.8652784993190211,0.2486626135549908,0.3083219836845874,0.5569845972395782
Poweshiek,2014-05,2014,5,18624,14863,3559,3536,5146,26,12267,1226,170,700,5,2101,14368,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2477032293986637,0.24610244988864144,0.35815701559020047,NA,0.4938056792873051,0.8537722717149221,0.14622772828507796,0.9666958218394671,0.32194038888515103,0.2493440086119895,0.5712843974971406
Ringgold,2014-05,2014,5,4961,3795,888,1407,757,1,3053,33,40,60,0,133,3186,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2787193973634652,0.4416195856873823,0.23760200878844948,NA,0.7203389830508475,0.9582548650345261,0.04174513496547395,0.8395256916996048,0.2426877470355731,0.3812911725955204,0.6239789196310935
Sac,2014-05,2014,5,10046,7798,1317,3003,2578,4,6902,140,197,409,0,746,7648,Voter Registration/data_csv/2014-05.csv,NA,NA,0.17220188284518828,0.39265167364016734,0.337081589958159,NA,0.5648535564853556,0.9024581589958159,0.0975418410041841,0.9807642985380867,0.1868427802000513,0.410361631187484,0.5972044113875352
Scott,2014-05,2014,5,171457,130121,34877,29546,45231,216,109870,5093,3051,7749,27,15920,125790,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2772636934573495,0.2348835360521504,0.3595754829477701,NA,0.5121472295095,0.8734398600842674,0.12656013991573256,0.9667155954842032,0.30717562883777405,0.25051298406867456,0.5576886129064487
Shelby,2014-05,2014,5,11886,9194,1832,3492,2571,7,7902,279,261,635,0,1175,9077,Voter Registration/data_csv/2014-05.csv,NA,NA,0.20182879806103338,0.38470860416437147,0.2832433623443869,NA,0.5865374022254048,0.8705519444750468,0.12944805552495317,0.9872743093321732,0.2296062649554057,0.4082010006525995,0.6378072656080052
Sioux,2014-05,2014,5,34648,25256,1626,14323,3894,19,19862,139,540,416,2,1097,20959,Voter Registration/data_csv/2014-05.csv,NA,NA,0.07758003721551601,0.6833818407366764,0.18579130683715825,NA,0.7609618779521924,0.947659716589532,0.05234028341046806,0.829862210959772,0.06988438390877415,0.5884938232499208,0.658378207158695
Story,2014-05,2014,5,95894,79600,15860,15374,20933,255,52422,3447,2390,5143,86,11066,63488,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2498109879032258,0.24215599798387097,0.3297158518145161,NA,0.49196698588709675,0.8256993447580645,0.17430065524193547,0.7975879396984925,0.2425502512562814,0.22316582914572863,0.46571608040201007
Tama,2014-05,2014,5,17309,13116,3248,3265,4598,9,11120,257,181,612,0,1050,12170,Voter Registration/data_csv/2014-05.csv,NA,NA,0.26688578471651603,0.2682826622843057,0.3778142974527527,NA,0.5351684470008218,0.913722267871816,0.08627773212818406,0.927874351936566,0.26723086306800853,0.2627325404086612,0.5299634034766697
Taylor,2014-05,2014,5,6172,4735,745,1834,1211,5,3795,94,129,276,2,501,4296,Voter Registration/data_csv/2014-05.csv,NA,NA,0.1734171322160149,0.4269087523277467,0.2818901303538175,NA,0.6003258845437616,0.8833798882681564,0.11662011173184357,0.9072861668426611,0.17719112988384372,0.4145723336853221,0.5917634635691658
Union,2014-05,2014,5,12625,9717,1713,2728,3128,10,7579,94,103,231,0,428,8007,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2139378044211315,0.34070188584988137,0.39065817409766457,NA,0.5546396902710129,0.946546771574872,0.053453228425128015,0.8240197591849336,0.1859627457034064,0.29134506534938764,0.4773078110527941
Van Buren,2014-05,2014,5,7390,5656,1001,2047,1579,9,4636,86,150,236,0,472,5108,Voter Registration/data_csv/2014-05.csv,NA,NA,0.19596711041503523,0.40074393108848866,0.3091229444009397,NA,0.5967110415035239,0.9075959279561472,0.09240407204385279,0.9031117397454032,0.19218528995756717,0.38843705799151346,0.5806223479490806
Wapello,2014-05,2014,5,35421,27501,8882,4971,7038,26,20917,798,411,914,4,2127,23044,Voter Registration/data_csv/2014-05.csv,NA,NA,0.3854365561534456,0.21571775733379622,0.3054157264363826,NA,0.6011543134872418,0.9076983162645375,0.09230168373546259,0.8379331660666884,0.35198720046543763,0.1957019744736555,0.5476891749390931
Warren,2014-05,2014,5,47848,35743,9496,10403,10885,43,30827,699,676,1156,6,2537,33364,Voter Registration/data_csv/2014-05.csv,NA,NA,0.28461815130080326,0.31180314111017865,0.32624985013787317,NA,0.596421292410982,0.9239599568397074,0.07604004316029253,0.9334415130235291,0.2852306745376717,0.3099627899169068,0.5951934644545784
Washington,2014-05,2014,5,22040,16513,2890,5524,5184,36,13634,232,285,525,4,1046,14680,Voter Registration/data_csv/2014-05.csv,NA,NA,0.19686648501362397,0.3762942779291553,0.353133514986376,NA,0.5731607629427793,0.9287465940054496,0.0712534059945504,0.8889965481741658,0.1890631623569309,0.3517834433476655,0.5408466057045964
Wayne,2014-05,2014,5,6375,4830,980,1317,1152,3,3452,98,99,156,0,353,3805,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2575558475689882,0.3461235216819974,0.30275952693823915,NA,0.6036793692509856,0.907227332457293,0.09277266754270697,0.7877846790890269,0.22318840579710145,0.29316770186335406,0.5163561076604555
Webster,2014-05,2014,5,37085,29062,8237,6368,8518,28,23151,789,552,1195,5,2541,25692,Voter Registration/data_csv/2014-05.csv,NA,NA,0.3206056359956407,0.24785925579947066,0.33154289272925425,NA,0.5684648917951114,0.9010976179355441,0.09890238206445587,0.884041015759411,0.3105773862776134,0.23811162342577938,0.5486890097033927
Winnebago,2014-05,2014,5,10567,8263,1510,2911,2735,4,7160,161,156,356,0,673,7833,Voter Registration/data_csv/2014-05.csv,NA,NA,0.19277416060257882,0.37163283543980596,0.34916379420400867,NA,0.5644069960423848,0.9140814502744797,0.08591854972552024,0.9479607890596635,0.20222679414256323,0.37117269756746946,0.5733994917100327
Winneshiek,2014-05,2014,5,20708,16787,3474,4362,5157,18,13011,851,315,914,7,2087,15098,Voter Registration/data_csv/2014-05.csv,NA,NA,0.23009670154987416,0.2889124387336071,0.34156841965823287,NA,0.5190091402834813,0.8617697708305736,0.13823022916942643,0.8993864299755764,0.25763984035265386,0.27860844701256926,0.5362482873652231
Woodbury,2014-05,2014,5,102333,75440,18124,18251,19040,116,55531,2014,1450,2530,12,6006,61537,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2945219948973788,0.2965857939126054,0.3094073484245251,NA,0.5911077888099843,0.9024001820043226,0.0975998179956774,0.8157078472958642,0.2669406150583245,0.26114793213149523,0.5280885471898198
Worth,2014-05,2014,5,7558,5901,1470,1699,1987,2,5158,139,95,264,1,499,5657,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2598550468446173,0.30033586706735016,0.3512462435920099,NA,0.5601909139119674,0.9117907017853987,0.08820929821460138,0.9586510760887985,0.2726656498898492,0.3040162684290798,0.576681918318929
Wright,2014-05,2014,5,12905,9903,1933,3447,2698,8,8086,148,205,334,0,687,8773,Voter Registration/data_csv/2014-05.csv,NA,NA,0.2203351191154679,0.3929100649720734,0.3075344807933432,NA,0.6132451840875414,0.9216915536304571,0.07830844636954291,0.8858931636877714,0.21013834191659092,0.3687771382409371,0.578915480157528
Adair,2014-06,2014,6,7365,5742,1068,1907,2010,4,4989,118,121,294,1,534,5523,Voter Registration/data_csv/2014-06.csv,NA,NA,0.19337316675719718,0.345283360492486,0.3639326453014666,NA,0.5386565272496832,0.9033134166214014,0.09668658337859859,0.9618599791013585,0.20654824103099964,0.35318704284221525,0.5597352838732149
Adams,2014-06,2014,6,3874,3050,647,929,1177,3,2756,47,51,187,0,285,3041,Voter Registration/data_csv/2014-06.csv,NA,NA,0.21275896086813548,0.30549161460046037,0.3870437356132851,NA,0.5182505754685959,0.906280828674778,0.09371917132522196,0.9970491803278688,0.2275409836065574,0.32131147540983607,0.5488524590163935
Allamakee,2014-06,2014,6,14067,10904,2142,4212,3138,6,9498,137,153,315,0,605,10103,Voter Registration/data_csv/2014-06.csv,NA,NA,0.21201623280213797,0.4169058695436999,0.3106008116401069,NA,0.6289221023458379,0.9401167969909928,0.05988320300900723,0.926540719002201,0.20900586940572266,0.4003118121790169,0.6093176815847395
Appanoose,2014-06,2014,6,12678,9845,2488,2737,3037,6,8268,268,238,462,0,968,9236,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2693806842789086,0.2963404071026418,0.32882200086617586,NA,0.5657210913815505,0.895192724122997,0.10480727587700303,0.9381411884205181,0.27993905535804975,0.3021838496698832,0.582122905027933
Audubon,2014-06,2014,6,5768,4588,1253,1545,1404,4,4206,79,87,183,0,349,4555,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2750823271130626,0.3391877058177827,0.30823271130625685,NA,0.6142700329308453,0.9233809001097695,0.07661909989023051,0.9928073234524848,0.2903225806451613,0.35571054925893636,0.6460331299040977
Benton,2014-06,2014,6,25620,19503,4416,4873,7472,27,16788,325,241,656,2,1224,18012,Voter Registration/data_csv/2014-06.csv,NA,NA,0.24516988674217188,0.27054186098156785,0.4148345547412836,NA,0.5157117477237397,0.9320453031312458,0.06795469686875416,0.9235502230426088,0.2430908065425832,0.26221606932266833,0.5053068758652515
Black Hawk,2014-06,2014,6,133433,104584,28998,20225,31782,241,81246,2509,1312,3430,21,7272,88518,Voter Registration/data_csv/2014-06.csv,NA,NA,0.3275943875821867,0.22848460200185272,0.35904561784043926,NA,0.5560789895840395,0.9178472175150817,0.08215278248491832,0.8463818557331906,0.3012602310104796,0.20593016140136158,0.5071903924118412
Boone,2014-06,2014,6,26303,20313,5146,5398,6864,33,17441,299,338,697,1,1335,18776,Voter Registration/data_csv/2014-06.csv,NA,NA,0.274073285044738,0.28749467405198126,0.3655730720068172,NA,0.5615679590967193,0.9288985939497231,0.07110140605027696,0.9243341702358095,0.2680549401860877,0.2823807413971348,0.5504356815832225
Bremer,2014-06,2014,6,24678,19241,3655,4883,7460,23,16021,403,317,818,3,1541,17562,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2081198041225373,0.2780435030178795,0.42478077667691605,NA,0.4861633071404168,0.9122537296435486,0.08774627035645143,0.9127384231588794,0.21090379917883686,0.27025622368899743,0.4811600228678343
Buchanan,2014-06,2014,6,21135,15486,3700,3006,6497,12,13215,209,153,558,0,920,14135,Voter Registration/data_csv/2014-06.csv,NA,NA,0.26176158471878314,0.21266360099044923,0.4596391934913336,NA,0.47442518570923237,0.9349133356915458,0.0650866643084542,0.9127599121787421,0.2524215420379698,0.2039907012785742,0.45641224331654395
Buena Vista,2014-06,2014,6,20608,15361,2929,3877,4712,10,11528,234,180,361,2,777,12305,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2380333197887038,0.3150751726940268,0.38293376676147906,NA,0.5531084924827305,0.9368549370174726,0.06314506298252742,0.8010546188399192,0.20591107349781915,0.2641104094785496,0.4700214829763687
Butler,2014-06,2014,6,14958,11429,1716,4453,3515,12,9696,132,153,280,0,565,10261,Voter Registration/data_csv/2014-06.csv,NA,NA,0.16723516226488647,0.43397329694961506,0.34255920475587176,NA,0.6012084592145015,0.9449371406295682,0.05506285937043173,0.8978038323562867,0.1616939364773821,0.40300988712923264,0.5647038236066148
Calhoun,2014-06,2014,6,9845,7808,1401,2336,2754,12,6503,115,119,329,1,564,7067,Voter Registration/data_csv/2014-06.csv,NA,NA,0.1982453657846328,0.3305504457336918,0.3896985991226829,NA,0.5287958115183247,0.9201924437526532,0.07980755624734683,0.9050973360655737,0.19415983606557377,0.31442110655737704,0.5085809426229508
Carroll,2014-06,2014,6,20495,15530,3886,3813,6099,35,13833,257,233,633,1,1124,14957,Voter Registration/data_csv/2014-06.csv,NA,NA,0.25981145951728285,0.2549308016313432,0.4077689376211807,NA,0.5147422611486261,0.9248512402219696,0.07514875977803036,0.9631036703155184,0.2667739858338699,0.26052801030264006,0.52730199613651
Cass,2014-06,2014,6,13394,10368,1569,4636,3071,9,9285,168,328,523,1,1020,10305,Voter Registration/data_csv/2014-06.csv,NA,NA,0.15225618631732168,0.44987869966035904,0.2980106744298884,NA,0.6021348859776807,0.901018922852984,0.09898107714701601,0.9939236111111112,0.1675347222222222,0.47878086419753085,0.6463155864197531
Cedar,2014-06,2014,6,18278,14090,3077,3581,4646,17,11321,245,160,463,0,868,12189,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2524407252440725,0.2937894823201247,0.38116334399868734,NA,0.5462302075641972,0.9287882517023546,0.07121174829764541,0.8650816181689142,0.23577004968062457,0.2655074520936835,0.5012775017743081
Cerro Gordo,2014-06,2014,6,43224,34286,9156,7851,12523,29,29559,709,522,1345,1,2577,32136,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2849141150112024,0.24430545182972369,0.3896875777943739,NA,0.5292195668409261,0.9198095593726662,0.08019044062733383,0.9372921892317564,0.2877267689435921,0.24421046491279239,0.5319372338563845
Cherokee,2014-06,2014,6,11803,9303,1901,3075,3095,12,8083,126,162,368,2,658,8741,Voter Registration/data_csv/2014-06.csv,NA,NA,0.217480837432788,0.3517904129962247,0.3540784807230294,NA,0.5692712504290127,0.9247225717881249,0.07527742821187507,0.9395893797699667,0.21788670321401699,0.34795227346017416,0.5658389766741911
Chickasaw,2014-06,2014,6,12250,9333,2754,2094,3556,5,8409,146,126,356,1,629,9038,Voter Registration/data_csv/2014-06.csv,NA,NA,0.30471343217526003,0.23168842664306263,0.39344987829165745,NA,0.5364018588183227,0.9304049568488604,0.06959504315113964,0.9683917282760098,0.3107253830493946,0.23786563805850208,0.5485910211078967
Clarke,2014-06,2014,6,9192,6940,1574,1707,2186,8,5475,146,147,360,1,654,6129,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2568118779572524,0.27851199216837985,0.356665035079132,NA,0.5353238701256322,0.8932941752325012,0.10670582476749878,0.8831412103746398,0.2478386167146974,0.2671469740634006,0.514985590778098
Clay,2014-06,2014,6,16483,12709,2401,4352,4269,12,11034,283,308,540,0,1131,12165,Voter Registration/data_csv/2014-06.csv,NA,NA,0.19736950267159886,0.3577476366625565,0.350924784217016,NA,0.5551171393341554,0.9070283600493219,0.09297163995067817,0.9571956880950507,0.2111889212369187,0.36666928947989613,0.5778582107168149
Clayton,2014-06,2014,6,17771,13851,3319,3235,4789,14,11357,239,202,515,2,958,12315,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2695087291920422,0.2626877791311409,0.3888753552578157,NA,0.5321965083231831,0.922208688591149,0.077791311408851,0.8891054797487546,0.25687675980073643,0.2481409284528193,0.5050176882535558
Clinton,2014-06,2014,6,47921,36988,10237,6990,12969,35,30231,1350,569,1819,5,3743,33974,Voter Registration/data_csv/2014-06.csv,NA,NA,0.3013186554423971,0.2057455701418732,0.38173309001000766,NA,0.5070642255842703,0.8898275151586508,0.11017248484134927,0.9185141126851952,0.3132637612198551,0.20436357737644642,0.5176273385963015
Crawford,2014-06,2014,6,17156,12738,2673,3042,3465,9,9189,224,162,417,1,804,9993,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2674872410687481,0.30441308916241366,0.34674271990393274,NA,0.5719003302311618,0.9195436805764035,0.08045631942359652,0.7845030617051343,0.22742973779243209,0.251530852567122,0.4789605903595541
Dallas,2014-06,2014,6,77758,55432,10153,16100,18486,86,44825,1422,1889,3386,8,6705,51530,Voter Registration/data_csv/2014-06.csv,NA,NA,0.19703085581214827,0.3124393557151174,0.35874248010867454,NA,0.5094702115272657,0.8698816223559092,0.13011837764409082,0.9296074469620436,0.2088144032327897,0.32452374079953816,0.5333381440323279
Davis,2014-06,2014,6,8755,6240,1859,1481,1442,2,4784,148,88,224,1,461,5245,Voter Registration/data_csv/2014-06.csv,NA,NA,0.3544327931363203,0.28236415633937084,0.274928503336511,NA,0.6367969494756911,0.9121067683508103,0.0878932316491897,0.8405448717948718,0.3216346153846154,0.2514423076923077,0.573076923076923
Decatur,2014-06,2014,6,8216,6402,1502,1601,1535,9,4647,326,243,561,4,1134,5781,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2598166407195987,0.27694170558726866,0.26552499567548865,NA,0.5367583463068674,0.8038401660612351,0.19615983393876493,0.9029990627928772,0.28553577007185255,0.2880349890659169,0.5735707591377694
Delaware,2014-06,2014,6,17397,13208,2522,3800,4936,3,11261,153,154,407,0,714,11975,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2106054279749478,0.3173277661795407,0.4121920668058455,NA,0.5279331941544885,0.9403757828810021,0.05962421711899791,0.9066474863718958,0.20252877044215628,0.2993640218049667,0.501892792247123
Des Moines,2014-06,2014,6,40127,30833,11095,5898,8547,41,25581,996,462,1133,3,2594,28175,Voter Registration/data_csv/2014-06.csv,NA,NA,0.3937888198757764,0.20933451641526177,0.30335403726708077,NA,0.6031233362910382,0.9079325643300798,0.09206743566992014,0.9137936626341906,0.39214477994356695,0.20627250024324587,0.5984172801868128
Dickinson,2014-06,2014,6,16845,13597,2408,5019,4437,17,11881,147,212,313,2,674,12555,Voter Registration/data_csv/2014-06.csv,NA,NA,0.19179609717244125,0.3997610513739546,0.353405017921147,NA,0.5915571485463959,0.9463162086818001,0.05368379131819992,0.9233654482606457,0.18790909759505772,0.3847172170331691,0.5726263146282268
Dubuque,2014-06,2014,6,96544,74167,24638,14635,22756,136,62165,1887,1080,2312,20,5299,67464,Voter Registration/data_csv/2014-06.csv,NA,NA,0.3652021819044231,0.21693051108739475,0.33730582236452034,NA,0.5821326929918178,0.9214544053124629,0.07854559468753705,0.9096228780994243,0.3576388420726199,0.21188668814971617,0.5695255302223361
Emmet,2014-06,2014,6,9830,7680,1954,1606,2829,6,6395,232,159,545,1,937,7332,Voter Registration/data_csv/2014-06.csv,NA,NA,0.26650300054555376,0.21903982542280415,0.3858428805237316,NA,0.4855428259683579,0.8722040370976542,0.12779596290234588,0.9546875,0.28463541666666664,0.22981770833333334,0.514453125
Fayette,2014-06,2014,6,20288,16008,3594,3905,4168,26,11693,225,132,314,1,672,12365,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2906591184795795,0.31581075616659926,0.3370804690659118,NA,0.6064698746461787,0.9456530529720987,0.054346947027901334,0.7724262868565717,0.238568215892054,0.2521864067966017,0.49075462268865566
Floyd,2014-06,2014,6,16008,12326,3084,2599,4769,11,10463,172,130,323,4,629,11092,Voter Registration/data_csv/2014-06.csv,NA,NA,0.27803822574828707,0.2343130183916336,0.42994951316263974,NA,0.5123512441399207,0.9432924630364227,0.05670753696357735,0.8998864189518092,0.2641570663637839,0.22140191465195522,0.48555898101573913
Franklin,2014-06,2014,6,10433,8033,1263,3024,2352,6,6645,98,109,272,1,480,7125,Voter Registration/data_csv/2014-06.csv,NA,NA,0.17726315789473684,0.4244210526315789,0.33010526315789473,NA,0.6016842105263158,0.9326315789473684,0.06736842105263158,0.8869662641603386,0.1694261172662766,0.390016183244118,0.5594423005103946
Fremont,2014-06,2014,6,7029,5473,1180,1945,1642,5,4772,187,312,425,1,925,5697,Voter Registration/data_csv/2014-06.csv,NA,NA,0.20712655783745831,0.3414077584693698,0.28822187116025977,NA,0.5485343163068281,0.8376338423731788,0.16236615762682113,1.0409281929471954,0.24977160606614288,0.41238808697241003,0.6621596930385529
Greene,2014-06,2014,6,9127,7006,1868,2045,2275,8,6196,127,135,288,2,552,6748,Voter Registration/data_csv/2014-06.csv,NA,NA,0.27682276229994074,0.3030527563722584,0.33713692946058094,NA,0.5798755186721991,0.918197984588026,0.08180201541197392,0.9631744219240651,0.28475592349414786,0.31116186126177564,0.5959177847559235
Grundy,2014-06,2014,6,12388,9486,1432,4016,3020,15,8483,77,156,257,4,494,8977,Voter Registration/data_csv/2014-06.csv,NA,NA,0.1595187701904868,0.4473654895844937,0.3364152835022836,NA,0.6068842597749805,0.9449704801158516,0.05502951988414838,0.9463419776512756,0.1590765338393422,0.43980602993885726,0.5988825637781995
Guthrie,2014-06,2014,6,10690,8284,1826,2599,2832,16,7273,136,161,329,1,627,7900,Voter Registration/data_csv/2014-06.csv,NA,NA,0.2311392405063291,0.3289873417721519,0.35848101265822785,NA,0.560126582278481,0.9206329113924051,0.079367088607594935,0.9536455818445195,0.23684210526315788,0.3331723804925157,0.5700144857556736
